cas_number,compound_name,smiles,hmt_count,hmt_positive,hmt_result,human_positive,sensitization_human,llna_count,llna_positive,llna_result,hript_count,hript_positive,hript_result,gpmt_count,gpmt_result,dpra_count,dpra_mean,dpra_result,keratinosens_count,keratinosens_ec15,keratinosens_result,hclat_count,hclat_mean,hclat_result,usens_count,usens_cv70,usens_result,dpra_cys,dpra_lys,adra_nac,adra_nal,kdpra_log,hclat_ec200,hclat_cv75,usens_cv70_ssd,il8luc,irritation,irritation_viability_mean,corrosion,corrosion_ter_mean,human_test_count,human_reliability,dtxsid,irritation_viability_mean_exist,corrosion_ghs_score,has_sensitization,has_irritation,has_corrosion,endpoint_count,strat_key,has_nam_data,acute_dermal_ld50,acute_dermal_ld50_min,acute_dermal_ld50_max,acute_dermal_count,acute_dermal_ghs,has_acute_dermal,acute_dermal_source,acute_dermal_toxic,mol_weight,logp,tpsa,hbd,hba,num_rotatable_bonds,num_aromatic_rings,fraction_csp3
115-95-7,Linalyl acetate,CC(C)=CCCC(C)(OC(C)=O)C=C,36.0,True,0.0,False,0.0,,,,,,,,,,,,,4000.0,0.0,,,,,,,,,,,,,,,,1.0,71.45,,,7.0,2.857142857142857,DTXSID7026946,81.42857142857143,,1.0,1.0,0.0,2.0,1_1_0,1.0,,,,,,0.0,,,196.29,3.2406000000000024,26.3,0.0,2.0,5.0,0.0,0.5833333333333334
115-99-1,Linalyl formate,CC(C)=CCCC(C)(OC=O)C=C,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2047642,,,1.0,0.0,0.0,1.0,1_0_0,0.0,8229.86563430983,,,,5.0,0.0,NCI_RTECS,0.0,182.263,2.850500000000001,26.3,0.0,2.0,6.0,0.0,0.5454545454545454
115010-10-1,"1,3-Benzodioxole-5-sulfonyl chloride",ClS(=O)(=O)C1=CC2=C(OCO2)C=C1,,,,,,1.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTXSID30406773,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,220.633,1.3428,52.60000000000001,0.0,4.0,1.0,1.0,0.1428571428571428
1154-59-2,"3,5-Dichlorosalicyl-3,4-dichloroanilide",OC1=C(C=C(Cl)C=C1Cl)C(=O)NC1=CC=C(Cl)C(Cl)=C1,88.0,True,1.0,True,1.0,1.0,False,0.0,12.0,True,0.0,,,4.0,22.9,1.0,9.0,0.98,1.0,10.0,4.645,0.0,3.0,2.44,1.0,36.8,9.0,93.7,9.6,-0.35,2.98,6.3,2.0,8.8,,,,,13.0,1.0,DTXSID4040767,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,351.0160000000001,5.2581000000000016,49.33,2.0,2.0,2.0,2.0,0.0
116-02-9,"3,3,5-Trimethylcyclohexanol",CC1CC(O)CC(C)(C)C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9041815,,,1.0,0.0,0.0,1.0,1_0_0,0.0,5905.428772827427,,,,5.0,0.0,NCI_RTECS,0.0,142.24199999999996,2.1935,20.23,1.0,1.0,0.0,0.0,1.0
116-06-3,Aldicarb,CNC(=O)ON=CC(C)(C)SC,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID0039223,,,0.0,1.0,1.0,2.0,0_1_1,0.0,3.941808400656085,,,,1.0,0.0,NCI_RTECS,1.0,190.268,1.4698,50.69,1.0,4.0,3.0,0.0,0.7142857142857143
116-26-7,Safranal,CC1=C(C=O)C(C)(C)CC=C1,,,,False,0.0,1.0,False,0.0,11.0,True,0.0,,,1.0,45.9000001,1.0,1.0,3.5,1.0,,,1.0,1.0,12.4,1.0,91.8000002,0.0,41.2,13.5,-1.74,38.49386189,68.61375314,39.0,,,,,,1.0,,DTXSID7049398,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,150.221,2.4879000000000007,17.07,0.0,1.0,1.0,0.0,0.5
116-53-0,2-Methylbutanoic acid,CCC(C)C(O)=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24.75555555555556,1.0,,,,DTXSID5021621,24.75555555555556,1.0,0.0,1.0,1.0,2.0,0_1_1,0.0,,,,,,0.0,,,102.13299999999998,1.1171,37.3,1.0,1.0,2.0,0.0,0.8
116-66-5,"1,1,3,3,5-Pentamethyl-4,6-dinitro-2,3-dihydro-1H-indene",CC1=C(C=C2C(=C1[N+]([O-])=O)C(C)(C)CC2(C)C)[N+]([O-])=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID6044519,,,1.0,0.0,0.0,1.0,1_0_0,0.0,5389.712117874396,,,,5.0,0.0,NCI_RTECS,0.0,278.308,3.770320000000003,86.28,0.0,4.0,2.0,1.0,0.5714285714285714
116255-48-2,Bromuconazole,ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID9032531,,,0.0,1.0,1.0,3.0,0_1_1,0.0,1591.220703229748,2000.0,2000.0,2.0,4.0,1.0,NCI_RTECS,0.0,377.0690000000001,3.664200000000003,39.94,0.0,4.0,3.0,2.0,0.3846153846153846
1166-52-5,Lauryl gallate,CCCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,,,,,,1.0,False,0.0,,,,,,4.0,54.35,1.0,5.0,1.107,1.0,12.0,4.376666666666666,0.0,3.0,0.7,1.0,100.0,8.7,100.0,95.0,-0.976260273,2.91,8.2,0.7,3.0,,,,,,,DTXSID0048189,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,338.444,4.881100000000007,86.99000000000001,3.0,5.0,12.0,1.0,0.631578947368421
117-98-6,"6-Azulenol, 1,2,3,3a,4,5,6,8a-octahydro-4,8-dimethyl-2-(1-methylethylidene)-, 6-acetate",CC1CC(OC(C)=O)C=C(C)C2CC(CC12)=C(C)C,24.0,True,0.0,True,1.0,,,,28.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.75,DTXSID60861750,,,1.0,0.0,0.0,1.0,1_0_0,0.0,5716.61591073108,,,,5.0,0.0,NCI_RTECS,0.0,262.393,4.266800000000004,26.3,0.0,2.0,1.0,0.0,0.7058823529411765
117428-22-5,Picoxystrobin,COC=C(C(=O)OC)C1=C(COC2=NC(=CC=C2)C(F)(F)F)C=CC=C1,,,,,,2.0,True,1.0,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID9047542,,,1.0,1.0,1.0,4.0,1_1_1,0.0,3666.6666666666665,2000.0,5000.0,3.0,5.0,1.0,,0.0,367.323,3.8397000000000014,57.650000000000006,0.0,5.0,6.0,2.0,0.2222222222222222
118-52-5,"1,3-Dichloro-5,5-dimethylhydantoin",CC1(C)N(Cl)C(=O)N(Cl)C1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,DTXSID4024985,,,0.0,1.0,1.0,2.0,0_1_1,0.0,30453.606495071705,,,,5.0,0.0,NCI_RTECS,0.0,197.021,1.3368,40.620000000000005,0.0,2.0,0.0,0.0,0.6
118-55-8,Phenyl salicylate,OC1=C(C=CC=C1)C(=O)OC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID6021957,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,214.22,2.6114000000000006,46.53,1.0,3.0,2.0,2.0,0.0
118-56-9,"3,3,5-Trimethylcyclohexyl salicylate",CC1CC(CC(C)(C)C1)OC(=O)C1=C(O)C=CC=C1,3.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,DTXSID1026241,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,262.349,3.7638000000000025,46.53,1.0,3.0,2.0,1.0,0.5625
118-58-1,Benzyl salicylate,OC1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,28.0,True,0.0,False,0.0,3.0,True,1.0,11.0,False,0.0,,,1.0,2.65,1.0,5.0,5.51,1.0,4.0,38.0,0.0,3.0,66.17,1.0,3.8,1.5,1.5,0.6,-3.5,,38.0,63.0,25.0,1.0,87.47625,,,8.0,3.125,DTXSID1024598,99.97285714285714,,1.0,1.0,0.0,2.0,1_1_0,1.0,,,,,,0.0,,,228.247,2.749200000000001,46.53,1.0,3.0,3.0,2.0,0.0714285714285714
118-60-5,2-Ethylhexyl salicylate,CCCCC(CC)COC(=O)C1=C(O)C=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID7040734,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,250.338,3.7654000000000014,46.53,1.0,3.0,7.0,1.0,0.5333333333333333
118-61-6,Ethyl salicylate,CCOC(=O)C1=C(O)C=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,1.23,0.0,,,,,,,,,,0.65,1.81,,,,,,,,,,,,1.0,3.0,DTXSID1021958,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,166.176,1.5689,46.53,1.0,3.0,2.0,1.0,0.2222222222222222
118-71-8,Maltol,CC1=C(O)C(=O)C=CO1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID0025523,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,126.11099999999998,0.6538199999999998,50.44,1.0,3.0,0.0,1.0,0.1666666666666666
118-74-1,Hexachlorobenzene,ClC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,DTXSID2020682,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,284.784,5.606999999999999,0.0,0.0,0.0,0.0,1.0,0.0
118-82-1,"4,4'-Methylenebis(2,6-di-t-butylphenol)",CC(C)(C)C1=CC(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,426.7186486486486,1.0,,,,DTXSID7022411,101.02107142857142,,0.0,1.0,1.0,2.0,0_1_1,0.0,1412.8650779371085,,,,4.0,0.0,NCI_RTECS,0.0,424.6690000000002,7.878600000000009,40.46,2.0,2.0,2.0,2.0,0.5862068965517241
118-92-3,Anthranilic acid,C1=CC=C(C(=C1)C(=O)O)N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,137.13799999999995,0.967,63.31999999999999,2.0,2.0,1.0,1.0,0.0
118134-30-8,Spiroxamine,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,DTXSID1034212,,,0.0,1.0,1.0,3.0,0_1_1,0.0,3034.0,1068.0,5000.0,2.0,5.0,1.0,,0.0,297.483,4.066300000000004,21.700000000000003,0.0,3.0,5.0,0.0,1.0
1184-64-1,Copper(II) carbonate,[Cu++].[O-]C([O-])=O,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID6034471,,,0.0,1.0,1.0,3.0,0_1_1,0.0,2000.0,2000.0,2000.0,1.0,4.0,1.0,,0.0,123.554,-2.4495000000000005,63.19,0.0,3.0,0.0,0.0,0.0
118578-11-3,C.I. Reactive Red 231,,,,,,,1.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTXSID90904280,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
119-10-8,1-Methoxy-4-methyl-2-nitrobenzene,CC1=CC(=C(C=C1)OC)[N+](=O)[O-],,,,,,,,,,,,,,1.0,2.0,0.0,1.0,359.3,1.0,1.0,255.35,1.0,,,0.0,3.3,0.7,2.0,0.8,-3.5,,423.9973539,200.0,,,,,,,,DTXSID3029152,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,167.16399999999996,1.91182,52.370000000000005,0.0,3.0,2.0,1.0,0.25
119-36-8,Methyl salicylate,COC(=O)C1=C(O)C=CC=C1,4.0,False,0.0,False,0.0,4.0,False,0.0,4.0,False,0.0,1.0,0.0,44.0,4.9727272727272736,0.0,101.0,1.198,1.0,12.0,393.26666666666665,1.0,3.0,200.0,0.0,3.6068181818181824,6.338636363636365,3.3,3.0,-3.5,,542.4,200.0,,,,,,2.0,3.5,DTXSID5025659,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,152.149,1.1787999999999998,46.53,1.0,3.0,1.0,1.0,0.125
119-84-6,"3,4-Dihydrocoumarin",O=C1CCC2=C(O1)C=CC=C2,8.0,True,1.0,True,1.0,2.0,False,0.0,8.0,True,1.0,,,4.0,32.7625,1.0,4.0,1.0,1.0,5.0,670.85,1.0,1.0,1037.127,0.0,9.925,55.6,2.3,22.5,,531.6943671,809.9914188,200.0,444.4,,,,,2.0,2.5,DTXSID2020474,,,1.0,0.0,0.0,1.0,1_0_0,1.0,10124.121738155747,,,,5.0,0.0,NCI_RTECS,0.0,148.161,1.5382,26.3,0.0,2.0,0.0,1.0,0.2222222222222222
1190-73-4,2-Acetamidoethanethiol,CC(=O)NCCS,,,,True,1.0,,,,8.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,DTXSID90152289,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,119.189,0.0523,29.1,2.0,2.0,2.0,0.0,0.75
1191-16-8,"3,3-Dimethylallyl acetate",CC(C)=CCOC(C)=O,4.0,False,0.0,False,0.0,,,,8.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.6666666666666665,DTXSID9047128,,,1.0,0.0,0.0,1.0,1_0_0,0.0,11703.115379877485,,,,5.0,0.0,NCI_RTECS,0.0,128.171,1.5157,26.3,0.0,2.0,2.0,0.0,0.5714285714285714
1193-81-3,1-Cyclohexylethanol,CC(O)C1CCCCC1,,,,False,0.0,,,,3.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,DTXSID7047643,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,128.215,1.9475,20.23,1.0,1.0,1.0,0.0,1.0
119446-68-3,Difenoconazole,CC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(OC2=CC=C(Cl)C=C2)C=C1,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID4032372,,,0.0,1.0,1.0,3.0,0_1_1,0.0,1484.238274635269,2000.0,5050.0,4.0,4.0,1.0,NCI_RTECS,0.0,406.2690000000001,4.665500000000004,58.400000000000006,0.0,6.0,5.0,3.0,0.2631578947368421
1195-79-5,alpha-Fenchone,CC1(C)C2CCC(C)(C2)C1=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9025324,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,152.237,2.401700000000001,17.07,0.0,1.0,0.0,0.0,0.9
1197-01-9,p-Cymen-8-ol,CC1=CC=C(C=C1)C(C)(C)O,,,,False,0.0,,,,4.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID0024890,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,150.221,2.22242,20.23,1.0,1.0,1.0,1.0,0.4
120-11-6,1-Benzyloxy-2-methoxy-4-(1-propenyl)benzene,COC1=CC(C=CC)=CC=C1OCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID0051605,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,254.329,4.307300000000003,18.46,0.0,2.0,5.0,2.0,0.1764705882352941
120-14-9,Veratraldehyde,COC1=CC=C(C=O)C=C1OC,4.0,False,0.0,False,0.0,1.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID7026285,,,1.0,0.0,0.0,1.0,1_0_0,0.0,9026.574225795075,,,,5.0,0.0,NCI_RTECS,0.0,166.17599999999996,1.5162999999999998,35.53,0.0,3.0,3.0,1.0,0.2222222222222222
120-29-6,Tropine,CN1[C@H]2CC[C@@H]1C[C@H](O)C2,,,,,,1.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTXSID2049399,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,141.21399999999997,0.6038999999999999,23.47,1.0,2.0,0.0,0.0,1.0
120-45-6,1-Phenylethyl propionate,CCC(=O)OC(C)C1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9047091,,,1.0,0.0,0.0,1.0,1_0_0,0.0,8416.044355887798,,,,5.0,0.0,NCI_RTECS,0.0,178.231,2.700800000000001,26.3,0.0,2.0,3.0,1.0,0.3636363636363636
120-50-3,Isobutyl benzoate,CC(C)COC(=O)C1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID6047074,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,178.231,2.4994000000000005,26.3,0.0,2.0,3.0,1.0,0.3636363636363636
120-51-4,Benzyl benzoate,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1,4.0,False,0.0,False,0.0,1.0,False,0.0,,,,,,4.0,1.5999999999999999,0.0,5.0,5.75,1.0,8.0,297.1,1.0,3.0,200.0,0.0,0.9,2.3,3.5,3.9,-3.5,,297.2,121.0,,1.0,98.38571428571429,,,1.0,3.0,DTXSID8029153,98.38571428571429,,1.0,1.0,0.0,2.0,1_1_0,1.0,5653.763525521337,,,,5.0,0.0,NCI_RTECS,0.0,212.248,3.0436000000000014,26.3,0.0,2.0,3.0,2.0,0.0714285714285714
120-57-0,Piperonal,O=CC1=CC=C2OCOC2=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,4000.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,DTXSID7025924,,,1.0,0.0,0.0,1.0,1_0_0,1.0,9.991141177674276,,,,1.0,0.0,NCI_RTECS,1.0,150.13299999999998,1.2278,35.53,0.0,3.0,1.0,1.0,0.125
120-58-1,Isosafrole,CC=CC1=CC2=C(OCO2)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2020767,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,162.188,2.4484000000000004,18.46,0.0,2.0,1.0,1.0,0.2
120-72-9,Indole,N1C=CC2=C1C=CC=C2,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID0020737,,,1.0,0.0,0.0,1.0,1_0_0,0.0,2023.030105477663,,,,5.0,0.0,NCI_RTECS,0.0,117.15099999999995,2.1678999999999995,15.79,1.0,0.0,0.0,2.0,0.0
120-92-3,Cyclopentanone,O=C1CCCC1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID3029154,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,84.11800000000001,1.1295,17.07,0.0,1.0,0.0,0.0,0.8
1200-67-5,Isobornyl formate,CC1(C)[C@H]2CC[C@]1(C)[C@H](C2)OC=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID30881243,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,182.263,2.374200000000001,26.3,0.0,2.0,2.0,0.0,0.9090909090909092
120068-37-3,Fipronil,NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,3.8947368421052633,0.0,,,,DTXSID4034609,,,0.0,1.0,1.0,3.0,0_1_1,0.0,3050.0,1500.0,5050.0,11.0,5.0,1.0,,0.0,437.152,4.27918,84.69999999999999,1.0,5.0,2.0,2.0,0.1666666666666666
120116-88-3,"4-Chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)-1H-imidazole-1-sulfonamide",CN(C)S(=O)(=O)N1C(=NC(Cl)=C1C1=CC=C(C)C=C1)C#N,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID9034492,,,0.0,1.0,1.0,3.0,0_1_1,0.0,2000.0,2000.0,2000.0,1.0,4.0,1.0,,0.0,324.79300000000006,2.0381,78.99000000000001,0.0,5.0,3.0,2.0,0.2307692307692307
1205-17-0,"3-(3,4-Methylenedioxyphenyl)-2-methylpropanal",CC(CC1=CC2=C(OCO2)C=C1)C=O,,,,,,1.0,False,0.0,,,,,,,,,5.0,9.89,1.0,6.0,122.99333333333334,0.0,,,1.0,,,,,-3.136888483,121.9290479,153.9994532,41.3,,,,,,,,DTXSID7043908,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,192.214,1.7927999999999995,35.53,0.0,3.0,3.0,1.0,0.3636363636363636
1205-42-1,cis-2-Methyl-5-(1-methylvinyl)cyclohex-2-en-1-yl acetate,CC(=O)O[C@@H]1C[C@@H](CC=C1C)C(C)=C,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID401014557,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,194.274,2.850500000000001,26.3,0.0,2.0,2.0,0.0,0.5833333333333334
12069-69-1,Copper(II) carbonate basic,O[Cu]OC(=O)O[Cu]O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID1047077,,,0.0,1.0,1.0,3.0,0_1_1,0.0,5050.0,5050.0,5050.0,1.0,5.0,1.0,,0.0,221.114,-1.0508000000000002,75.99000000000001,2.0,5.0,2.0,0.0,0.0
120811-92-9,(3-Methoxy-2-methylpropyl)benzene,COCC(C)CC1=CC=CC=C1,,,,False,0.0,,,,8.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,DTXSID0051318,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,164.24800000000002,2.5116000000000005,9.23,0.0,1.0,4.0,1.0,0.4545454545454545
121-32-4,3-Ethoxy-4-hydroxybenzaldehyde,CCOC1=C(O)C=CC(C=O)=C1,4.0,False,0.0,False,0.0,,,,,,,,,8.0,14.225000000000001,1.0,4.0,5.4,1.0,4.0,569.5,1.0,1.0,1163.232,1.0,7.65,20.8,5.4,2.6,-3.5,,569.5,66.0,1.6,,,,,1.0,3.0,DTXSID5021968,,,1.0,0.0,0.0,1.0,1_0_0,1.0,14334.199900562216,,,,5.0,0.0,NCI_RTECS,0.0,166.176,1.6034,46.53,1.0,3.0,3.0,1.0,0.2222222222222222
121-33-5,4-Hydroxy-3-methoxybenzaldehyde,COC1=C(O)C=CC(C=O)=C1,8.0,False,0.0,False,0.0,,,,,,,,,8.0,4.6000000000000005,0.0,9.0,1.4,1.0,53.0,665.2907142857142,1.0,3.0,49.9,1.0,3.1875,6.012500000000001,4.6,3.0,-3.5,,650.0,200.0,17.3,,,,,2.0,2.5,DTXSID0021969,,,1.0,0.0,0.0,1.0,1_0_0,1.0,9878.474400104184,,,,5.0,0.0,NCI_RTECS,0.0,152.14899999999997,1.2133,46.53,1.0,3.0,2.0,1.0,0.125
121-39-1,"Ethyl 2,3-epoxy-3-phenylpropionate",CCOC(=O)C1OC1C1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID8025886,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,192.214,1.6895999999999998,38.83,0.0,3.0,3.0,1.0,0.3636363636363636
121-54-0,Benzethonium chloride,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,448.0910000000002,3.0764000000000014,18.46,0.0,2.0,11.0,2.0,0.5555555555555556
121-57-3,Sulfanic acid,C1=CC(=CC=C1N)S(=O)(=O)O,,,,,,,,,,,,,,4.0,3.8,0.0,4.0,1.3,1.0,4.0,5000.0,1.0,1.0,1212.33,0.0,5.3,2.3,0.8,0.4,,,4999.97113,200.0,,,,,,,,DTXSID6024464,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,173.19299999999998,0.5154999999999998,80.39,2.0,3.0,1.0,1.0,0.0
121-73-3,1-Chloro-3-nitrobenzene,[O-][N+](=O)C1=CC=CC(Cl)=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,124.5489285714286,,,,,DTXSID4021971,60.5457894736842,,0.0,1.0,0.0,1.0,0_1_0,0.0,,,,,,0.0,,,157.55599999999998,2.2482000000000006,43.14,0.0,2.0,1.0,1.0,0.0
121-75-5,Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,40.0,True,1.0,True,1.0,2.0,True,1.0,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,3.333333333333333,,,5.0,1.0,DTXSID4020791,,,1.0,1.0,0.0,3.0,1_1_0,0.0,4035.548663621598,2000.0,5000.0,3.0,5.0,1.0,NCI_RTECS,0.0,330.3640000000001,2.1218000000000004,71.06,0.0,8.0,9.0,0.0,0.8
121-79-9,Propyl gallate,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,,,,,,,,,,,,,,12.0,98.95,0.0,13.0,8.2,1.0,40.0,66.5630625,0.0,3.0,1.97,1.0,98.4,99.5,100.0,62.3,-1.959570889,32.4,125.0,32.8,0.1,,,,,,,DTXSID5021201,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,212.201,1.3702,86.99000000000001,3.0,5.0,3.0,1.0,0.3
121-98-2,Methyl 4-methoxybenzoate,COC(=O)C1=CC=C(OC)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID7047645,,,1.0,0.0,0.0,1.0,1_0_0,0.0,9026.574225795075,,,,5.0,0.0,NCI_RTECS,0.0,166.176,1.4818,35.53,0.0,3.0,2.0,1.0,0.2222222222222222
